ID,iExec,FO,IterAlvo,TotalIter,Tempo
25-400.0.99.0.0.0.01,0,16502,1475,2475,14.274630736
25-400.0.99.0.0.0.01,1,16502,1026,2026,13.308579026
25-400.0.99.0.0.0.01,2,16502,1451,2451,16.30923511
25-400.0.99.0.0.0.01,3,16504,998,1998,11.992431922
25-400.0.99.0.0.0.01,4,16502,1045,2045,12.863412864
25-400.0.99.0.0.0.01,5,16502,1610,2610,16.647641006
25-400.0.99.0.0.0.01,6,16506,765,1765,10.65235766
25-400.0.99.0.0.0.01,7,16502,1368,2368,16.219555474
25-400.0.99.0.0.0.01,8,16502,1186,2186,13.807140654
25-400.0.99.0.0.0.01,9,16502,1362,2362,14.320298666
