ID,iExec,FO,IterAlvo,TotalIter,Tempo
3-200.0.95.0.1.0.01,0,16526,3719,4719,11.875586181
3-200.0.95.0.1.0.01,1,16508,3174,4174,11.275443781
3-200.0.95.0.1.0.01,2,16617,2164,3164,8.857673970
3-200.0.95.0.1.0.01,3,16693,3305,4305,11.819338355
3-200.0.95.0.1.0.01,4,16694,3343,4343,11.738245947
3-200.0.95.0.1.0.01,5,16574,4555,5555,13.543720494
3-200.0.95.0.1.0.01,6,16507,3068,4068,10.144330137
3-200.0.95.0.1.0.01,7,16512,2500,3500,9.632867
3-200.0.95.0.1.0.01,8,16537,4321,5321,13.708803335
3-200.0.95.0.1.0.01,9,16629,3693,4693,12.748032617
