ID,iExec,FO,IterAlvo,TotalIter,Tempo
37-800.0.95.1.0.0.01,0,16502,1329,2329,14.433116078
37-800.0.95.1.0.0.01,1,16502,858,1858,11.551505498
37-800.0.95.1.0.0.01,2,16502,817,1817,11.218002689
37-800.0.95.1.0.0.01,3,16502,743,1743,10.853982640
37-800.0.95.1.0.0.01,4,16502,677,1677,10.399144174
37-800.0.95.1.0.0.01,5,16502,771,1771,10.936256203
37-800.0.95.1.0.0.01,6,16502,866,1866,11.505873120
37-800.0.95.1.0.0.01,7,16502,812,1812,11.235760107
37-800.0.95.1.0.0.01,8,16502,1043,2043,12.770480089
37-800.0.95.1.0.0.01,9,16502,832,1832,11.522159371
