ID,iExec,FO,IterAlvo,TotalIter,Tempo
22-400.0.95.1.1.0.005,0,16504,3924,4562,30.990039
22-400.0.95.1.1.0.005,1,16844,4061,4270,30.35502786
22-400.0.95.1.1.0.005,2,16533,4169,4460,30.77138512
22-400.0.95.1.1.0.005,3,16535,4004,4262,30.48970976
22-400.0.95.1.1.0.005,4,16577,3668,4184,30.779834
22-400.0.95.1.1.0.005,5,16579,2704,3704,29.353906631
22-400.0.95.1.1.0.005,6,16780,3676,3862,30.15460324
22-400.0.95.1.1.0.005,7,16710,2679,3679,28.451216809
22-400.0.95.1.1.0.005,8,16571,3893,3940,30.97148779
22-400.0.95.1.1.0.005,9,16528,3592,3680,30.32567148
