ID,iExec,FO,IterAlvo,TotalIter,Tempo
26-400.0.99.0.1.0.005,0,16507,2170,3170,18.235476032
26-400.0.99.0.1.0.005,1,16514,2878,3878,20.591412735
26-400.0.99.0.1.0.005,2,16535,2983,3983,24.199400043
26-400.0.99.0.1.0.005,3,16598,3416,4416,29.264789153
26-400.0.99.0.1.0.005,4,16579,3891,4746,30.83194218
26-400.0.99.0.1.0.005,5,16513,3412,4412,25.804978483
26-400.0.99.0.1.0.005,6,16689,2927,3927,25.845987164
26-400.0.99.0.1.0.005,7,16737,2924,3924,24.769793832
26-400.0.99.0.1.0.005,8,16630,2812,3812,23.206518284
26-400.0.99.0.1.0.005,9,16591,3670,4664,30.117522245
