ID,iExec,FO,IterAlvo,TotalIter,Tempo
24-400.0.99.0.0.0.005,0,16504,1882,2882,17.427355235
24-400.0.99.0.0.0.005,1,16506,1559,2559,16.407024782
24-400.0.99.0.0.0.005,2,16512,1542,2542,16.73490417
24-400.0.99.0.0.0.005,3,16502,1510,2510,15.763002921
24-400.0.99.0.0.0.005,4,16508,1823,2823,18.370617223
24-400.0.99.0.0.0.005,5,16502,2266,3266,21.398775146
24-400.0.99.0.0.0.005,6,16502,1915,2915,18.147816737
24-400.0.99.0.0.0.005,7,16503,2066,3066,20.9912235
24-400.0.99.0.0.0.005,8,16504,2364,3364,21.979062730
24-400.0.99.0.0.0.005,9,16502,2380,3380,21.604580846
