ID,iExec,FO,IterAlvo,TotalIter,Tempo
7-200.0.95.1.1.0.01,0,16531,4602,5602,18.359850834
7-200.0.95.1.1.0.01,1,16641,3084,4084,13.953873125
7-200.0.95.1.1.0.01,2,16576,3937,4937,17.901944920
7-200.0.95.1.1.0.01,3,16592,2495,3495,12.593258605
7-200.0.95.1.1.0.01,4,16621,4520,5520,20.327172916
7-200.0.95.1.1.0.01,5,16684,3257,4257,13.676237700
7-200.0.95.1.1.0.01,6,16591,3911,4911,17.632794350
7-200.0.95.1.1.0.01,7,16561,6585,7585,29.835939517
7-200.0.95.1.1.0.01,8,16510,4306,5306,21.62283022
7-200.0.95.1.1.0.01,9,16522,3402,4402,17.64716730
