ID,iExec,FO,IterAlvo,TotalIter,Tempo
39-800.0.95.1.1.0.01,0,16566,1037,2037,12.738470429
39-800.0.95.1.1.0.01,1,16634,829,1829,11.365237457
39-800.0.95.1.1.0.01,2,16552,1180,2180,13.506922380
39-800.0.95.1.1.0.01,3,16704,1337,2337,14.456942008
39-800.0.95.1.1.0.01,4,16526,1181,2181,13.598421463
39-800.0.95.1.1.0.01,5,16516,671,1671,10.374823222
39-800.0.95.1.1.0.01,6,16528,1027,2027,12.547683016
39-800.0.95.1.1.0.01,7,16523,1149,2149,13.468611812
39-800.0.95.1.1.0.01,8,16511,1129,2129,13.325353326
39-800.0.95.1.1.0.01,9,16536,1083,2083,12.978818485
