ID,iExec,FO,IterAlvo,TotalIter,Tempo
40-800.0.99.0.0.0.005,0,16502,1371,2371,12.29293664
40-800.0.99.0.0.0.005,1,16502,1175,2175,11.32871264
40-800.0.99.0.0.0.005,2,16502,1350,2350,11.917463942
40-800.0.99.0.0.0.005,3,16502,1242,2242,11.343423499
40-800.0.99.0.0.0.005,4,16502,1461,2461,12.489149280
40-800.0.99.0.0.0.005,5,16502,1089,2089,10.687481909
40-800.0.99.0.0.0.005,6,16502,697,1697,8.595526253
40-800.0.99.0.0.0.005,7,16502,1901,2901,14.690080213
40-800.0.99.0.0.0.005,8,16502,1138,2138,10.880172211
40-800.0.99.0.0.0.005,9,16502,1704,2704,13.642112649
