ID,iExec,FO,IterAlvo,TotalIter,Tempo
5-200.0.95.1.0.0.01,0,16504,868,1868,7.625242405
5-200.0.95.1.0.0.01,1,16502,2126,3126,12.272336141
5-200.0.95.1.0.0.01,2,16502,2241,3241,11.957820315
5-200.0.95.1.0.0.01,3,16502,2781,3781,15.284074970
5-200.0.95.1.0.0.01,4,16504,2486,3486,13.294096920
5-200.0.95.1.0.0.01,5,16502,1313,2313,9.567779615
5-200.0.95.1.0.0.01,6,16502,1738,2738,10.404131887
5-200.0.95.1.0.0.01,7,16502,2003,3003,11.455352377
5-200.0.95.1.0.0.01,8,16502,1893,2893,11.315763661
5-200.0.95.1.0.0.01,9,16502,3637,4637,17.539406221
