ID,iExec,FO,IterAlvo,TotalIter,Tempo
23-400.0.95.1.1.0.01,0,16177,2166,3166,20.635686037
23-400.0.95.1.1.0.01,1,16147,1247,2247,16.500363646
23-400.0.95.1.1.0.01,2,16139,2724,3724,26.219700918
23-400.0.95.1.1.0.01,3,16193,1816,2816,20.627662964
23-400.0.95.1.1.0.01,4,16276,2081,3081,22.203592142
23-400.0.95.1.1.0.01,5,16142,1649,2649,17.637149510
23-400.0.95.1.1.0.01,6,16223,1969,2969,20.783840654
23-400.0.95.1.1.0.01,7,16157,1712,2712,19.172444354
23-400.0.95.1.1.0.01,8,16249,2270,3270,23.836180361
23-400.0.95.1.1.0.01,9,16325,2019,3019,22.190596861
