ID,iExec,FO,IterAlvo,TotalIter,Tempo
40-800.0.99.0.0.0.005,0,16109,956,1956,9.740116310
40-800.0.99.0.0.0.005,1,16109,947,1947,9.651169484
40-800.0.99.0.0.0.005,2,16109,698,1698,8.433485276
40-800.0.99.0.0.0.005,3,16109,1327,2327,11.575597740
40-800.0.99.0.0.0.005,4,16109,1829,2829,14.97910690
40-800.0.99.0.0.0.005,5,16109,2028,3028,15.34766108
40-800.0.99.0.0.0.005,6,16109,1056,2056,10.223870054
40-800.0.99.0.0.0.005,7,16109,1232,2232,11.110636241
40-800.0.99.0.0.0.005,8,16113,1075,2075,10.322756589
40-800.0.99.0.0.0.005,9,16112,1220,2220,11.53172440
