ID,iExec,FO,IterAlvo,TotalIter,Tempo
0-200.0.95.0.0.0.005,0,16114,2877,3877,9.156113236
0-200.0.95.0.0.0.005,1,16111,3830,4830,9.528170446
0-200.0.95.0.0.0.005,2,16115,3057,4057,7.264041402
0-200.0.95.0.0.0.005,3,16113,2705,3705,6.662392262
0-200.0.95.0.0.0.005,4,16111,3080,4080,7.399207834
0-200.0.95.0.0.0.005,5,16109,4500,5500,9.676135076
0-200.0.95.0.0.0.005,6,16110,3942,4942,8.977414420
0-200.0.95.0.0.0.005,7,16110,4310,5310,9.413416844
0-200.0.95.0.0.0.005,8,16109,5640,6640,11.780007922
0-200.0.95.0.0.0.005,9,16109,3213,4213,7.216744596
