ID,iExec,FO,IterAlvo,TotalIter,Tempo
16-400.0.95.0.0.0.005,0,16109,1905,2905,16.907294619
16-400.0.95.0.0.0.005,1,16114,1791,2791,15.551245589
16-400.0.95.0.0.0.005,2,16110,2312,3312,21.270718082
16-400.0.95.0.0.0.005,3,16111,2684,3684,22.143443846
16-400.0.95.0.0.0.005,4,16109,2579,3579,21.105919892
16-400.0.95.0.0.0.005,5,16109,2819,3819,22.842839303
16-400.0.95.0.0.0.005,6,16109,2002,3002,17.362180762
16-400.0.95.0.0.0.005,7,16111,2462,3462,20.528370767
16-400.0.95.0.0.0.005,8,16110,1911,2911,18.64777411
16-400.0.95.0.0.0.005,9,16109,2235,3235,18.770849726
