ID,iExec,FO,IterAlvo,TotalIter,Tempo
28-400.0.99.1.0.0.005,0,16115,1680,1715,30.73202821
28-400.0.99.1.0.0.005,1,16111,1407,1805,30.1578833
28-400.0.99.1.0.0.005,2,16111,1655,1765,30.198053347
28-400.0.99.1.0.0.005,3,16111,1768,1839,30.2036403
28-400.0.99.1.0.0.005,4,16109,1870,2005,30.7500004
28-400.0.99.1.0.0.005,5,16113,1728,1734,30.32726040
28-400.0.99.1.0.0.005,6,16109,1732,1840,30.77511407
28-400.0.99.1.0.0.005,7,16127,1408,1628,30.18704743
28-400.0.99.1.0.0.005,8,16111,1676,2096,30.82252630
28-400.0.99.1.0.0.005,9,16112,1679,1994,30.44072494
