ID,iExec,FO,IterAlvo,TotalIter,Tempo
13-200.0.99.1.0.0.01,0,16112,2548,3548,15.482948764
13-200.0.99.1.0.0.01,1,16109,1656,2656,9.714430949
13-200.0.99.1.0.0.01,2,16109,2163,3163,12.475124088
13-200.0.99.1.0.0.01,3,16109,2822,3822,15.770281630
13-200.0.99.1.0.0.01,4,16109,2658,3658,13.782343238
13-200.0.99.1.0.0.01,5,16110,1846,2846,12.375275787
13-200.0.99.1.0.0.01,6,16109,2474,3474,13.477508137
13-200.0.99.1.0.0.01,7,16114,1289,2289,8.608709249
13-200.0.99.1.0.0.01,8,16116,1693,2693,10.827378856
13-200.0.99.1.0.0.01,9,16109,2295,3295,12.768541185
