ID,iExec,FO,IterAlvo,TotalIter,Tempo
8-200.0.99.0.0.0.005,0,16109,3587,4587,11.352557718
8-200.0.99.0.0.0.005,1,16115,2356,3356,8.597939194
8-200.0.99.0.0.0.005,2,16110,3251,4251,10.898758480
8-200.0.99.0.0.0.005,3,16112,4858,5858,17.16857123
8-200.0.99.0.0.0.005,4,16111,3439,4439,10.842245697
8-200.0.99.0.0.0.005,5,16109,3201,4201,12.405840361
8-200.0.99.0.0.0.005,6,16109,3523,4523,12.26021099
8-200.0.99.0.0.0.005,7,16111,2577,3577,11.681268150
8-200.0.99.0.0.0.005,8,16110,2840,3840,12.928768419
8-200.0.99.0.0.0.005,9,16109,3817,4817,15.254318278
