ID,iExec,FO,IterAlvo,TotalIter,Tempo
4-200.0.95.1.0.0.005,0,16111,3014,4014,14.291798788
4-200.0.95.1.0.0.005,1,16117,3057,4057,12.928168424
4-200.0.95.1.0.0.005,2,16109,2895,3895,13.750051264
4-200.0.95.1.0.0.005,3,16109,3028,4028,14.15439709
4-200.0.95.1.0.0.005,4,16110,2963,3963,14.214568910
4-200.0.95.1.0.0.005,5,16110,3099,4099,13.636894153
4-200.0.95.1.0.0.005,6,16111,3392,4392,16.258294772
4-200.0.95.1.0.0.005,7,16112,2501,3501,11.417935912
4-200.0.95.1.0.0.005,8,16111,4501,5501,17.928128195
4-200.0.95.1.0.0.005,9,16117,4561,5561,19.803419990
