ID,iExec,FO,IterAlvo,TotalIter,Tempo
22-400.0.95.1.1.0.005,0,16152,4044,4427,30.93082287
22-400.0.95.1.1.0.005,1,16114,3307,4110,30.96101694
22-400.0.95.1.1.0.005,2,16357,3343,4343,29.250686428
22-400.0.95.1.1.0.005,3,16123,3356,3781,30.1691404
22-400.0.95.1.1.0.005,4,16187,3976,4009,30.80810205
22-400.0.95.1.1.0.005,5,16205,3045,3820,30.41345308
22-400.0.95.1.1.0.005,6,16112,3564,3879,30.88500380
22-400.0.95.1.1.0.005,7,16193,2925,3629,30.100865188
22-400.0.95.1.1.0.005,8,16124,3854,3925,30.31201396
22-400.0.95.1.1.0.005,9,16297,3418,3772,30.53539502
