ID,iExec,FO,IterAlvo,TotalIter,Tempo
15-200.0.99.1.1.0.01,0,16221,5765,6765,29.114933840
15-200.0.99.1.1.0.01,1,16205,2362,3362,12.476618304
15-200.0.99.1.1.0.01,2,16169,3549,4549,18.586995377
15-200.0.99.1.1.0.01,3,16204,5015,6015,23.252679190
15-200.0.99.1.1.0.01,4,16153,4884,5884,21.1693929
15-200.0.99.1.1.0.01,5,16124,3931,4931,17.918308145
15-200.0.99.1.1.0.01,6,16133,3376,4376,15.545031557
15-200.0.99.1.1.0.01,7,16118,4023,5023,18.406207573
15-200.0.99.1.1.0.01,8,16185,3847,4847,16.978242936
15-200.0.99.1.1.0.01,9,16142,3090,4090,13.992805899
