ID,iExec,FO,IterAlvo,TotalIter,Tempo
34-800.0.95.0.1.0.005,0,16135,2292,3292,15.778034498
34-800.0.95.0.1.0.005,1,16204,1440,2440,11.677815964
34-800.0.95.0.1.0.005,2,16198,2146,3146,15.96484148
34-800.0.95.0.1.0.005,3,16232,1535,2535,12.161907538
34-800.0.95.0.1.0.005,4,16113,1774,2774,13.328547043
34-800.0.95.0.1.0.005,5,16181,2327,3327,15.955798538
34-800.0.95.0.1.0.005,6,16169,2029,3029,14.473377767
34-800.0.95.0.1.0.005,7,16153,1299,2299,11.60260724
34-800.0.95.0.1.0.005,8,16177,1362,2362,11.324735547
34-800.0.95.0.1.0.005,9,16181,1745,2745,13.192126817
