ID,iExec,FO,IterAlvo,TotalIter,Tempo
44-800.0.99.1.0.0.005,0,16109,1361,2361,8.747462438
44-800.0.99.1.0.0.005,1,16109,1857,2857,18.357042353
44-800.0.99.1.0.0.005,2,16109,936,1936,12.465185241
44-800.0.99.1.0.0.005,3,16110,1641,2641,16.948271280
44-800.0.99.1.0.0.005,4,16109,1434,2434,15.683885967
44-800.0.99.1.0.0.005,5,16109,1561,2561,16.409899384
44-800.0.99.1.0.0.005,6,16109,1310,2310,14.728302324
44-800.0.99.1.0.0.005,7,16109,1910,2910,18.693069378
44-800.0.99.1.0.0.005,8,16109,1858,2858,18.439780407
44-800.0.99.1.0.0.005,9,16109,1653,2653,17.166874
