ID,iExec,FO,IterAlvo,TotalIter,Tempo
27-400.0.99.0.1.0.01,0,16151,2472,2497,30.91795810
27-400.0.99.0.1.0.01,1,16418,2511,2622,30.122860929
27-400.0.99.0.1.0.01,2,16183,2426,2513,30.247948197
27-400.0.99.0.1.0.01,3,16174,2813,3813,23.806543850
27-400.0.99.0.1.0.01,4,16131,2341,3341,17.867475134
27-400.0.99.0.1.0.01,5,16130,1996,2996,16.579087692
27-400.0.99.0.1.0.01,6,16229,2376,3376,20.995901582
27-400.0.99.0.1.0.01,7,16286,1560,2560,13.749876639
27-400.0.99.0.1.0.01,8,16172,1120,2120,11.886858840
27-400.0.99.0.1.0.01,9,16223,1947,2947,16.922112532
