ID,iExec,FO,IterAlvo,TotalIter,Tempo
18-400.0.95.0.1.0.005,0,16182,3426,4426,24.553682413
18-400.0.95.0.1.0.005,1,16140,4269,5269,28.753162733
18-400.0.95.0.1.0.005,2,16184,3414,4414,23.195163458
18-400.0.95.0.1.0.005,3,16128,4989,5372,30.5410727
18-400.0.95.0.1.0.005,4,16119,3397,4397,27.991002199
18-400.0.95.0.1.0.005,5,16140,4420,4793,30.82267894
18-400.0.95.0.1.0.005,6,16116,4587,4783,30.62945466
18-400.0.95.0.1.0.005,7,16267,3587,4587,27.974877789
18-400.0.95.0.1.0.005,8,16174,3682,4682,28.638210473
18-400.0.95.0.1.0.005,9,16397,4710,4943,30.14503402
