ID,iExec,FO,IterAlvo,TotalIter,Tempo
10-200.0.99.0.1.0.005,0,16120,5718,6718,21.899662722
10-200.0.99.0.1.0.005,1,16203,9241,9595,30.58384000
10-200.0.99.0.1.0.005,2,16133,7363,8363,24.858737512
10-200.0.99.0.1.0.005,3,16215,7548,8548,22.589659281
10-200.0.99.0.1.0.005,4,16140,5077,6077,15.262338622
10-200.0.99.0.1.0.005,5,16127,5138,6138,17.588566692
10-200.0.99.0.1.0.005,6,16181,7052,8052,21.520237164
10-200.0.99.0.1.0.005,7,16204,4395,5395,15.105021342
10-200.0.99.0.1.0.005,8,16358,7177,8177,21.449098339
10-200.0.99.0.1.0.005,9,16203,5845,6845,17.148379940
