ID,iExec,FO,IterAlvo,TotalIter,Tempo
32-800.0.95.0.0.0.005,0,16109,1757,2757,13.270110902
32-800.0.95.0.0.0.005,1,16109,1140,2140,10.254629960
32-800.0.95.0.0.0.005,2,16109,1508,2508,12.45748730
32-800.0.95.0.0.0.005,3,16112,1690,2690,12.951347723
32-800.0.95.0.0.0.005,4,16110,2021,3021,14.491823061
32-800.0.95.0.0.0.005,5,16109,701,1701,8.171101433
32-800.0.95.0.0.0.005,6,16109,2063,3063,14.690012812
32-800.0.95.0.0.0.005,7,16109,1196,2196,10.498837410
32-800.0.95.0.0.0.005,8,16109,1341,2341,11.257966981
32-800.0.95.0.0.0.005,9,16112,1356,2356,11.282267867
