ID,iExec,FO,IterAlvo,TotalIter,Tempo
37-800.0.95.1.0.0.01,0,16109,599,1599,9.973782314
37-800.0.95.1.0.0.01,1,16112,622,1622,10.15923776
37-800.0.95.1.0.0.01,2,16109,608,1608,10.51127330
37-800.0.95.1.0.0.01,3,16109,1024,2024,12.610384840
37-800.0.95.1.0.0.01,4,16109,860,1860,11.503853184
37-800.0.95.1.0.0.01,5,16109,877,1877,11.553616944
37-800.0.95.1.0.0.01,6,16110,852,1852,11.548278362
37-800.0.95.1.0.0.01,7,16112,888,1888,11.794151361
37-800.0.95.1.0.0.01,8,16109,645,1645,10.306511335
37-800.0.95.1.0.0.01,9,16110,891,1891,11.850705491
