ID,iExec,FO,IterAlvo,TotalIter,Tempo
11-200.0.99.0.1.0.01,0,16186,2638,3638,11.967843729
11-200.0.99.0.1.0.01,1,16148,5132,6132,18.855987516
11-200.0.99.0.1.0.01,2,16228,3489,4489,13.824944739
11-200.0.99.0.1.0.01,3,16121,3051,4051,12.968011404
11-200.0.99.0.1.0.01,4,16199,5921,6921,20.605654497
11-200.0.99.0.1.0.01,5,16277,2730,3730,11.188561918
11-200.0.99.0.1.0.01,6,16355,3267,4267,12.27720193
11-200.0.99.0.1.0.01,7,16169,3455,4455,13.90504604
11-200.0.99.0.1.0.01,8,16119,4893,5893,18.248096427
11-200.0.99.0.1.0.01,9,16201,4057,5057,16.245701413
