ID,iExec,FO,IterAlvo,TotalIter,Tempo
38-800.0.95.1.1.0.005,0,16328,2126,3126,19.260645535
38-800.0.95.1.1.0.005,1,16136,2247,3247,20.75715979
38-800.0.95.1.1.0.005,2,16118,2431,3431,21.314586160
38-800.0.95.1.1.0.005,3,16228,2806,3806,23.581628074
38-800.0.95.1.1.0.005,4,16122,1808,2808,17.326669179
38-800.0.95.1.1.0.005,5,16159,1845,2845,17.692958727
38-800.0.95.1.1.0.005,6,16140,2907,3907,24.298779602
38-800.0.95.1.1.0.005,7,16147,4351,4793,30.8359948
38-800.0.95.1.1.0.005,8,16285,983,1983,12.317341179
38-800.0.95.1.1.0.005,9,16204,1786,2786,17.278753803
