ID,iExec,FO,IterAlvo,TotalIter,Tempo
26-400.0.99.0.1.0.005,0,16178,4233,5233,29.368651149
26-400.0.99.0.1.0.005,1,16115,3001,4001,24.272322967
26-400.0.99.0.1.0.005,2,16159,3377,4377,25.562429632
26-400.0.99.0.1.0.005,3,16125,3312,4312,27.158864627
26-400.0.99.0.1.0.005,4,16200,3142,4142,26.637996408
26-400.0.99.0.1.0.005,5,16143,4442,4565,30.83138186
26-400.0.99.0.1.0.005,6,16161,4584,4658,30.78964891
26-400.0.99.0.1.0.005,7,16112,2362,3362,20.533382067
26-400.0.99.0.1.0.005,8,16123,3887,4666,30.57059821
26-400.0.99.0.1.0.005,9,16282,2985,3985,24.877157819
