ID,iExec,FO,IterAlvo,TotalIter,Tempo
24-400.0.99.0.0.0.005,0,16109,3079,4079,25.396297713
24-400.0.99.0.0.0.005,1,16109,2014,3014,18.620223490
24-400.0.99.0.0.0.005,2,16109,3439,4439,29.554509802
24-400.0.99.0.0.0.005,3,16109,2400,3400,22.79784161
24-400.0.99.0.0.0.005,4,16112,1994,2994,18.556778175
24-400.0.99.0.0.0.005,5,16109,2424,3424,22.282187664
24-400.0.99.0.0.0.005,6,16109,3186,4186,26.276497116
24-400.0.99.0.0.0.005,7,16109,2800,3800,23.382583388
24-400.0.99.0.0.0.005,8,16109,2317,3317,20.846265061
24-400.0.99.0.0.0.005,9,16110,3178,4178,24.951753111
