ID,iExec,FO,IterAlvo,TotalIter,Tempo
14-200.0.99.1.1.0.005,0,16133,7101,8101,27.315830985
14-200.0.99.1.1.0.005,1,16132,5363,6363,22.81708796
14-200.0.99.1.1.0.005,2,16189,6012,7012,24.998128246
14-200.0.99.1.1.0.005,3,16174,8119,8786,30.60944488
14-200.0.99.1.1.0.005,4,16149,7681,8467,30.70637238
14-200.0.99.1.1.0.005,5,16153,8294,8781,30.26616201
14-200.0.99.1.1.0.005,6,16145,5864,6864,24.267096627
14-200.0.99.1.1.0.005,7,16230,4707,5707,21.753421010
14-200.0.99.1.1.0.005,8,16119,5425,6425,26.586856936
14-200.0.99.1.1.0.005,9,16220,6118,7118,26.979459416
