ID,iExec,FO,IterAlvo,TotalIter,Tempo
45-800.0.99.1.0.0.01,0,16109,699,1699,5.392595363
45-800.0.99.1.0.0.01,1,16109,599,1599,5.52098216
45-800.0.99.1.0.0.01,2,16109,918,1918,6.43540104
45-800.0.99.1.0.0.01,3,16109,952,1952,6.174968714
45-800.0.99.1.0.0.01,4,16110,1113,2113,6.650654176
45-800.0.99.1.0.0.01,5,16109,448,1448,4.552240848
45-800.0.99.1.0.0.01,6,16112,658,1658,5.218188237
45-800.0.99.1.0.0.01,7,16109,969,1969,6.202980609
45-800.0.99.1.0.0.01,8,16113,733,1733,5.445086446
45-800.0.99.1.0.0.01,9,16109,669,1669,5.243236443
