ID,iExec,FO,IterAlvo,TotalIter,Tempo
35-800.0.95.0.1.0.01,0,16155,1045,2045,9.969479206
35-800.0.95.0.1.0.01,1,16133,736,1736,8.510301183
35-800.0.95.0.1.0.01,2,16190,1389,2389,11.723732782
35-800.0.95.0.1.0.01,3,16141,1830,2830,13.921834248
35-800.0.95.0.1.0.01,4,16318,1043,2043,10.53247580
35-800.0.95.0.1.0.01,5,16277,1364,2364,11.538549202
35-800.0.95.0.1.0.01,6,16125,1036,2036,10.9942675
35-800.0.95.0.1.0.01,7,16136,691,1691,8.283461006
35-800.0.95.0.1.0.01,8,16120,787,1787,8.776299946
35-800.0.95.0.1.0.01,9,16185,846,1846,9.53147855
