ID,iExec,FO,IterAlvo,TotalIter,Tempo
5-200.0.95.1.0.0.01,0,16109,2616,3616,13.820471028
5-200.0.95.1.0.0.01,1,16109,2594,3594,14.20332790
5-200.0.95.1.0.0.01,2,16109,3989,4989,18.842262844
5-200.0.95.1.0.0.01,3,16109,2833,3833,14.994569595
5-200.0.95.1.0.0.01,4,16113,1971,2971,11.121537907
5-200.0.95.1.0.0.01,5,16109,2000,3000,11.170439828
5-200.0.95.1.0.0.01,6,16109,2460,3460,13.214566297
5-200.0.95.1.0.0.01,7,16109,2648,3648,12.228574050
5-200.0.95.1.0.0.01,8,16110,2343,3343,11.6427133
5-200.0.95.1.0.0.01,9,16109,3620,4620,15.485156552
