ID,iExec,FO,IterAlvo,TotalIter,Tempo
9-200.0.99.0.0.0.01,0,16109,1975,2975,8.975234556
9-200.0.99.0.0.0.01,1,16109,1781,2781,8.15674110
9-200.0.99.0.0.0.01,2,16109,2042,3042,8.232981775
9-200.0.99.0.0.0.01,3,16109,2895,3895,11.51878470
9-200.0.99.0.0.0.01,4,16109,1826,2826,7.273221964
9-200.0.99.0.0.0.01,5,16109,2833,3833,10.240140412
9-200.0.99.0.0.0.01,6,16110,2012,3012,7.657394006
9-200.0.99.0.0.0.01,7,16111,1651,2651,7.798875561
9-200.0.99.0.0.0.01,8,16113,2455,3455,9.765938432
9-200.0.99.0.0.0.01,9,16118,2336,3336,8.854534661
