ID,iExec,FO,IterAlvo,TotalIter,Tempo
6-200.0.95.1.1.0.005,0,16144,6659,7659,28.687728723
6-200.0.95.1.1.0.005,1,16174,6410,7410,28.534966830
6-200.0.95.1.1.0.005,2,16142,4100,5100,19.59198296
6-200.0.95.1.1.0.005,3,16150,5187,6187,23.772668047
6-200.0.95.1.1.0.005,4,16182,6870,7795,30.33433252
6-200.0.95.1.1.0.005,5,16153,5620,6620,25.345741387
6-200.0.95.1.1.0.005,6,16131,7572,8005,30.78683137
6-200.0.95.1.1.0.005,7,16183,7104,7678,30.72365196
6-200.0.95.1.1.0.005,8,16303,4199,5199,20.838696001
6-200.0.95.1.1.0.005,9,16179,7003,7428,30.30854748
