ID,iExec,FO,IterAlvo,TotalIter,Tempo
12-200.0.99.1.0.0.005,0,16113,3031,4031,16.187858797
12-200.0.99.1.0.0.005,1,16119,2972,3972,15.421922132
12-200.0.99.1.0.0.005,2,16111,3409,4409,17.691721442
12-200.0.99.1.0.0.005,3,16112,4242,5242,21.19501131
12-200.0.99.1.0.0.005,4,16125,2637,3637,14.622331173
12-200.0.99.1.0.0.005,5,16122,1981,2981,12.179482846
12-200.0.99.1.0.0.005,6,16110,4219,5219,19.723413913
12-200.0.99.1.0.0.005,7,16111,4411,5411,22.882914101
12-200.0.99.1.0.0.005,8,16119,1684,2684,10.160253017
12-200.0.99.1.0.0.005,9,16112,3153,4153,17.263345782
