ID,iExec,FO,IterAlvo,TotalIter,Tempo
47-800.0.99.1.1.0.01,0,16275,900,1900,6.64341959
47-800.0.99.1.1.0.01,1,16245,1192,2192,7.36319606
47-800.0.99.1.1.0.01,2,16132,735,1735,5.548918771
47-800.0.99.1.1.0.01,3,16116,1694,2694,8.596194081
47-800.0.99.1.1.0.01,4,16127,1382,2382,7.567318025
47-800.0.99.1.1.0.01,5,16244,1266,2266,7.250154645
47-800.0.99.1.1.0.01,6,16125,1077,2077,6.702650968
47-800.0.99.1.1.0.01,7,16126,1170,2170,6.995945963
47-800.0.99.1.1.0.01,8,16181,1168,2168,6.941251996
47-800.0.99.1.1.0.01,9,16126,1114,2114,6.768070402
