ID,iExec,FO,IterAlvo,TotalIter,Tempo
3-200.0.95.0.1.0.01,0,16202,4580,5580,14.165993027
3-200.0.95.0.1.0.01,1,16277,2399,3399,8.981696489
3-200.0.95.0.1.0.01,2,16249,4238,5238,13.88259754
3-200.0.95.0.1.0.01,3,16118,3480,4480,12.141347106
3-200.0.95.0.1.0.01,4,16269,4417,5417,14.109375716
3-200.0.95.0.1.0.01,5,16207,2875,3875,10.127832109
3-200.0.95.0.1.0.01,6,16263,3277,4277,11.892801861
3-200.0.95.0.1.0.01,7,16132,4512,5512,15.417897237
3-200.0.95.0.1.0.01,8,16228,3439,4439,11.745362704
3-200.0.95.0.1.0.01,9,16211,4008,5008,14.525839996
