ID,iExec,FO,IterAlvo,TotalIter,Tempo
17-400.0.95.0.0.0.01,0,16109,1236,2236,13.726150613
17-400.0.95.0.0.0.01,1,16109,1086,2086,12.328159247
17-400.0.95.0.0.0.01,2,16110,1428,2428,14.502770582
17-400.0.95.0.0.0.01,3,16112,882,1882,11.308382253
17-400.0.95.0.0.0.01,4,16110,2084,3084,18.21168521
17-400.0.95.0.0.0.01,5,16109,1351,2351,15.340471793
17-400.0.95.0.0.0.01,6,16109,900,1900,11.701134473
17-400.0.95.0.0.0.01,7,16109,1129,2129,13.84887083
17-400.0.95.0.0.0.01,8,16109,973,1973,12.394394842
17-400.0.95.0.0.0.01,9,16110,1913,2913,18.163707221
