ID,iExec,FO,IterAlvo,TotalIter,Tempo
21-400.0.95.1.0.0.01,0,16114,782,1782,14.628799408
21-400.0.95.1.0.0.01,1,16115,1528,2528,20.190160593
21-400.0.95.1.0.0.01,2,16109,938,1938,15.64998914
21-400.0.95.1.0.0.01,3,16109,1791,2791,21.595510347
21-400.0.95.1.0.0.01,4,16110,1775,2775,21.984249477
21-400.0.95.1.0.0.01,5,16112,1396,2396,19.603464517
21-400.0.95.1.0.0.01,6,16111,1231,2231,17.793698653
21-400.0.95.1.0.0.01,7,16109,941,1941,15.493014648
21-400.0.95.1.0.0.01,8,16109,707,1707,13.829395251
21-400.0.95.1.0.0.01,9,16109,964,1964,15.323163505
