ID,iExec,FO,IterAlvo,TotalIter,Tempo
33-800.0.95.0.0.0.01,0,16112,703,1703,8.185503427
33-800.0.95.0.0.0.01,1,16109,610,1610,7.725973069
33-800.0.95.0.0.0.01,2,16109,578,1578,7.622386878
33-800.0.95.0.0.0.01,3,16109,537,1537,7.446296499
33-800.0.95.0.0.0.01,4,16109,838,1838,8.880586283
33-800.0.95.0.0.0.01,5,16109,476,1476,7.147024842
33-800.0.95.0.0.0.01,6,16109,771,1771,8.518626758
33-800.0.95.0.0.0.01,7,16110,1266,2266,10.899786660
33-800.0.95.0.0.0.01,8,16109,479,1479,7.147416052
33-800.0.95.0.0.0.01,9,16110,472,1472,7.130123964
