ID,iExec,FO,IterAlvo,TotalIter,Tempo
43-800.0.99.0.1.0.01,0,16112,1513,2513,12.678077513
43-800.0.99.0.1.0.01,1,16160,996,1996,10.49774897
43-800.0.99.0.1.0.01,2,16229,738,1738,8.749464480
43-800.0.99.0.1.0.01,3,16147,1070,2070,10.452963157
43-800.0.99.0.1.0.01,4,16133,975,1975,9.963022845
43-800.0.99.0.1.0.01,5,16289,892,1892,9.523853245
43-800.0.99.0.1.0.01,6,16189,881,1881,9.503133346
43-800.0.99.0.1.0.01,7,16196,787,1787,9.14618139
43-800.0.99.0.1.0.01,8,16174,1189,2189,11.14230711
43-800.0.99.0.1.0.01,9,16122,1062,2062,10.422203142
