ID,iExec,FO,IterAlvo,TotalIter,Tempo
39-800.0.95.1.1.0.01,0,16136,775,1775,10.885306691
39-800.0.95.1.1.0.01,1,16209,1010,2010,12.343275868
39-800.0.95.1.1.0.01,2,16289,1077,2077,12.826572660
39-800.0.95.1.1.0.01,3,16130,1195,2195,13.680050055
39-800.0.95.1.1.0.01,4,16159,735,1735,10.697692543
39-800.0.95.1.1.0.01,5,16276,738,1738,10.760835832
39-800.0.95.1.1.0.01,6,16163,757,1757,10.933450607
39-800.0.95.1.1.0.01,7,16115,863,1863,11.583282271
39-800.0.95.1.1.0.01,8,16163,1239,2239,13.888908984
39-800.0.95.1.1.0.01,9,16214,813,1813,11.240581248
