ID,iExec,FO,IterAlvo,TotalIter,Tempo
41-800.0.99.0.0.0.01,0,16110,443,1443,7.300343873
41-800.0.99.0.0.0.01,1,16109,613,1613,8.226348959
41-800.0.99.0.0.0.01,2,16109,627,1627,8.298150441
41-800.0.99.0.0.0.01,3,16110,883,1883,9.579519511
41-800.0.99.0.0.0.01,4,16109,491,1491,7.541504088
41-800.0.99.0.0.0.01,5,16110,955,1955,9.975707583
41-800.0.99.0.0.0.01,6,16109,899,1899,9.667520335
41-800.0.99.0.0.0.01,7,16109,942,1942,9.896055701
41-800.0.99.0.0.0.01,8,16109,1146,2146,10.887388977
41-800.0.99.0.0.0.01,9,16110,956,1956,9.929538666
