ID,iExec,FO,IterAlvo,TotalIter,Tempo
3-0.5.15,0,14818,585,5366,30.11097627
3-0.5.15,1,14811,6,5360,30.27701096
3-0.5.15,2,14814,2245,5350,30.4109650
3-0.5.15,3,14815,1869,5369,30.32036431
3-0.5.15,4,14812,4817,5398,30.23864418
3-0.5.15,5,14817,89,4553,30.28021314
3-0.5.15,6,14816,565,3491,30.35706964
3-0.5.15,7,14812,2431,3575,30.31719763
3-0.5.15,8,14812,2881,3501,30.24137926
3-0.5.15,9,14817,2315,3374,30.3572673
