ID,iExec,FO,IterAlvo,TotalIter,Tempo
1-0.3.30,0,14803,481,590,30.77867445
1-0.3.30,1,14804,97,559,30.127688338
1-0.3.30,2,14805,215,593,30.79307621
1-0.3.30,3,14807,46,579,30.142315639
1-0.3.30,4,14803,48,607,30.19810807
1-0.3.30,5,14800,455,564,30.81658566
1-0.3.30,6,14803,434,585,30.24259014
1-0.3.30,7,14802,6,590,30.99594094
1-0.3.30,8,14798,343,578,30.11598402
1-0.3.30,9,14803,572,579,30.161615026
