ID,iExec,FO,IterAlvo,TotalIter,Tempo
32-800.0.95.0.0.0.005,0,15770,1880,2880,13.777684138
32-800.0.95.0.0.0.005,1,15775,2626,3626,17.416523463
32-800.0.95.0.0.0.005,2,15770,1598,2598,12.402153246
32-800.0.95.0.0.0.005,3,15770,1357,2357,11.293886389
32-800.0.95.0.0.0.005,4,15770,1348,2348,11.257557963
32-800.0.95.0.0.0.005,5,15770,835,1835,8.808179724
32-800.0.95.0.0.0.005,6,15770,2028,3028,14.499890235
32-800.0.95.0.0.0.005,7,15770,1852,2852,13.624288567
32-800.0.95.0.0.0.005,8,15770,1416,2416,11.553034102
32-800.0.95.0.0.0.005,9,15770,1422,2422,11.488020548
