ID,iExec,FO,IterAlvo,TotalIter,Tempo
9-200.0.99.0.0.0.01,0,15770,2604,3604,10.148245711
9-200.0.99.0.0.0.01,1,15775,2122,3122,9.313101837
9-200.0.99.0.0.0.01,2,15771,1821,2821,7.995263889
9-200.0.99.0.0.0.01,3,15770,3171,4171,12.187275176
9-200.0.99.0.0.0.01,4,15775,3437,4437,11.622012202
9-200.0.99.0.0.0.01,5,15774,2793,3793,10.127425598
9-200.0.99.0.0.0.01,6,15770,2530,3530,10.368431158
9-200.0.99.0.0.0.01,7,15775,2733,3733,11.925004514
9-200.0.99.0.0.0.01,8,15770,2505,3505,11.398446069
9-200.0.99.0.0.0.01,9,15770,2607,3607,10.984760727
