ID,iExec,FO,IterAlvo,TotalIter,Tempo
16-400.0.95.0.0.0.005,0,15775,3114,4114,25.602861055
16-400.0.95.0.0.0.005,1,15770,2306,3306,19.386292305
16-400.0.95.0.0.0.005,2,15770,3418,4418,25.321728604
16-400.0.95.0.0.0.005,3,15775,2671,3671,22.558277886
16-400.0.95.0.0.0.005,4,15774,1645,2645,15.689669690
16-400.0.95.0.0.0.005,5,15770,2034,3034,17.520959275
16-400.0.95.0.0.0.005,6,15770,2343,3343,18.669365910
16-400.0.95.0.0.0.005,7,15775,2267,3267,19.468197701
16-400.0.95.0.0.0.005,8,15770,2512,3512,19.964215580
16-400.0.95.0.0.0.005,9,15772,2412,3412,18.290409225
