ID,iExec,FO,IterAlvo,TotalIter,Tempo
8-200.0.99.0.0.0.005,0,15772,3175,4175,13.38740504
8-200.0.99.0.0.0.005,1,15777,2601,3601,10.784509392
8-200.0.99.0.0.0.005,2,15772,2729,3729,12.280912320
8-200.0.99.0.0.0.005,3,15776,3154,4154,12.14895584
8-200.0.99.0.0.0.005,4,15778,2897,3897,12.408628392
8-200.0.99.0.0.0.005,5,15775,2612,3612,11.718484246
8-200.0.99.0.0.0.005,6,15770,4115,5115,17.255570933
8-200.0.99.0.0.0.005,7,15772,3919,4919,15.321982133
8-200.0.99.0.0.0.005,8,15780,3453,4453,13.790565625
8-200.0.99.0.0.0.005,9,15770,4212,5212,17.7150459
