ID,iExec,FO,IterAlvo,TotalIter,Tempo
28-400.0.99.1.0.0.005,0,15776,1594,1844,30.199361710
28-400.0.99.1.0.0.005,1,15778,1892,1951,30.39507585
28-400.0.99.1.0.0.005,2,15773,1448,1749,30.147636795
28-400.0.99.1.0.0.005,3,15777,1833,1854,30.108570396
28-400.0.99.1.0.0.005,4,15776,1498,1870,30.33450741
28-400.0.99.1.0.0.005,5,15780,1659,1727,30.16614132
28-400.0.99.1.0.0.005,6,15775,1281,1751,30.161940807
28-400.0.99.1.0.0.005,7,15772,1774,1869,30.7580938
28-400.0.99.1.0.0.005,8,15775,1631,2015,30.139959549
28-400.0.99.1.0.0.005,9,15771,1924,2200,30.163645294
