ID,iExec,FO,IterAlvo,TotalIter,Tempo
11-200.0.99.0.1.0.01,0,15923,3005,4005,12.230785416
11-200.0.99.0.1.0.01,1,15889,2574,3574,11.455756881
11-200.0.99.0.1.0.01,2,15970,3120,4120,11.800452644
11-200.0.99.0.1.0.01,3,15846,2685,3685,11.336630053
11-200.0.99.0.1.0.01,4,15931,3091,4091,12.248327970
11-200.0.99.0.1.0.01,5,15992,5841,6841,20.220511073
11-200.0.99.0.1.0.01,6,16129,3933,4933,14.910550605
11-200.0.99.0.1.0.01,7,15918,3058,4058,13.559411457
11-200.0.99.0.1.0.01,8,15791,4019,5019,16.518627653
11-200.0.99.0.1.0.01,9,15993,3541,4541,13.618127549
