ID,iExec,FO,IterAlvo,TotalIter,Tempo
38-800.0.95.1.1.0.005,0,15926,2583,3583,22.499380353
38-800.0.95.1.1.0.005,1,15826,1505,2505,15.900218653
38-800.0.95.1.1.0.005,2,15822,1701,2701,17.7837656
38-800.0.95.1.1.0.005,3,15924,1559,2559,16.75746725
38-800.0.95.1.1.0.005,4,15838,1627,2627,16.517171674
38-800.0.95.1.1.0.005,5,16001,1958,2958,18.631646559
38-800.0.95.1.1.0.005,6,15803,1265,2265,14.294094534
38-800.0.95.1.1.0.005,7,15812,1719,2719,17.182065303
38-800.0.95.1.1.0.005,8,15921,1593,2593,16.335104256
38-800.0.95.1.1.0.005,9,15999,1922,2922,18.491134517
