ID,iExec,FO,IterAlvo,TotalIter,Tempo
41-800.0.99.0.0.0.01,0,15770,606,1606,8.13103889
41-800.0.99.0.0.0.01,1,15770,1174,2174,10.879893605
41-800.0.99.0.0.0.01,2,15771,779,1779,8.936980940
41-800.0.99.0.0.0.01,3,15770,504,1504,7.568254562
41-800.0.99.0.0.0.01,4,15770,912,1912,9.579894993
41-800.0.99.0.0.0.01,5,15770,728,1728,8.649748751
41-800.0.99.0.0.0.01,6,15770,739,1739,8.694375259
41-800.0.99.0.0.0.01,7,15770,632,1632,8.212694674
41-800.0.99.0.0.0.01,8,15770,720,1720,8.605491396
41-800.0.99.0.0.0.01,9,15770,800,1800,9.16573959
