ID,iExec,FO,IterAlvo,TotalIter,Tempo
14-200.0.99.1.1.0.005,0,15821,5254,6254,22.731297610
14-200.0.99.1.1.0.005,1,15850,7987,8462,30.33845529
14-200.0.99.1.1.0.005,2,15802,5282,6282,22.447867
14-200.0.99.1.1.0.005,3,15910,6614,7614,26.626673921
14-200.0.99.1.1.0.005,4,15799,7928,8397,30.21187049
14-200.0.99.1.1.0.005,5,15830,4876,5876,23.577235987
14-200.0.99.1.1.0.005,6,15890,7270,7886,30.38542300
14-200.0.99.1.1.0.005,7,15879,5281,6281,25.756032730
14-200.0.99.1.1.0.005,8,15844,5705,6705,24.848001690
14-200.0.99.1.1.0.005,9,15830,7359,7619,30.511250
