ID,iExec,FO,IterAlvo,TotalIter,Tempo
31-400.0.99.1.1.0.01,0,15883,2484,3484,11.145855472
31-400.0.99.1.1.0.01,1,15792,2272,3272,12.225267633
31-400.0.99.1.1.0.01,2,15930,1624,2624,13.327080531
31-400.0.99.1.1.0.01,3,15928,2067,3067,14.768785311
31-400.0.99.1.1.0.01,4,15940,2163,3163,15.486971718
31-400.0.99.1.1.0.01,5,15829,2339,3339,16.780493695
31-400.0.99.1.1.0.01,6,15980,2384,3384,16.527956788
31-400.0.99.1.1.0.01,7,15818,2038,3038,15.458287045
31-400.0.99.1.1.0.01,8,15919,1353,2353,11.256211551
31-400.0.99.1.1.0.01,9,16356,1718,2718,13.48654367
