ID,iExec,FO,IterAlvo,TotalIter,Tempo
36-800.0.95.1.0.0.005,0,15770,1678,2678,16.613624588
36-800.0.95.1.0.0.005,1,15770,951,1951,12.82690343
36-800.0.95.1.0.0.005,2,15770,1982,2982,18.497683770
36-800.0.95.1.0.0.005,3,15770,1461,2461,15.154704100
36-800.0.95.1.0.0.005,4,15770,1617,2617,15.964317953
36-800.0.95.1.0.0.005,5,15770,1113,2113,12.895536483
36-800.0.95.1.0.0.005,6,15775,1426,2426,14.826022565
36-800.0.95.1.0.0.005,7,15770,973,1973,12.155515159
36-800.0.95.1.0.0.005,8,15770,1432,2432,14.903548243
36-800.0.95.1.0.0.005,9,15770,1755,2755,16.989775954
