ID,iExec,FO,IterAlvo,TotalIter,Tempo
15-200.0.99.1.1.0.01,0,15944,3204,4204,15.461040689
15-200.0.99.1.1.0.01,1,15786,4370,5370,18.613889400
15-200.0.99.1.1.0.01,2,15903,3845,4845,16.474639054
15-200.0.99.1.1.0.01,3,15790,4091,5091,16.445112252
15-200.0.99.1.1.0.01,4,15894,3918,4918,17.831550962
15-200.0.99.1.1.0.01,5,15805,4378,5378,18.355509789
15-200.0.99.1.1.0.01,6,15931,3220,4220,16.356982817
15-200.0.99.1.1.0.01,7,15856,3081,4081,14.28019184
15-200.0.99.1.1.0.01,8,15835,3181,4181,14.761454542
15-200.0.99.1.1.0.01,9,16330,3955,4955,16.707464155
