ID,iExec,FO,IterAlvo,TotalIter,Tempo
43-800.0.99.0.1.0.01,0,15819,1017,2017,10.60968444
43-800.0.99.0.1.0.01,1,15808,810,1810,9.7065499
43-800.0.99.0.1.0.01,2,16067,876,1876,9.377121436
43-800.0.99.0.1.0.01,3,15821,873,1873,9.314140147
43-800.0.99.0.1.0.01,4,15815,940,1940,9.695271862
43-800.0.99.0.1.0.01,5,15817,998,1998,9.973064088
43-800.0.99.0.1.0.01,6,16166,1004,2004,9.957783992
43-800.0.99.0.1.0.01,7,15848,1245,2245,11.212499717
43-800.0.99.0.1.0.01,8,15816,1615,2615,13.15971661
43-800.0.99.0.1.0.01,9,15915,1274,2274,11.338557755
