ID,iExec,FO,IterAlvo,TotalIter,Tempo
3-200.0.95.0.1.0.01,0,15845,3036,4036,12.76008428
3-200.0.95.0.1.0.01,1,15928,2453,3453,11.531153787
3-200.0.95.0.1.0.01,2,15874,5582,6582,18.802280212
3-200.0.95.0.1.0.01,3,15851,4410,5410,16.623377639
3-200.0.95.0.1.0.01,4,15806,6333,7333,22.559860949
3-200.0.95.0.1.0.01,5,15817,4342,5342,14.963868549
3-200.0.95.0.1.0.01,6,15911,4615,5615,17.157864748
3-200.0.95.0.1.0.01,7,15899,2915,3915,11.582152958
3-200.0.95.0.1.0.01,8,15809,2604,3604,11.229208149
3-200.0.95.0.1.0.01,9,15783,2795,3795,11.425608277
