ID,iExec,FO,IterAlvo,TotalIter,Tempo
4-200.0.95.1.0.0.005,0,15775,5155,6155,21.490526085
4-200.0.95.1.0.0.005,1,15770,5459,6459,21.130303429
4-200.0.95.1.0.0.005,2,15772,4618,5618,19.800772130
4-200.0.95.1.0.0.005,3,15779,3000,4000,12.415690055
4-200.0.95.1.0.0.005,4,15787,2290,3290,10.234147500
4-200.0.95.1.0.0.005,5,15772,3360,4360,14.753541654
4-200.0.95.1.0.0.005,6,15781,3520,4520,16.226452449
4-200.0.95.1.0.0.005,7,15770,4239,5239,16.221827556
4-200.0.95.1.0.0.005,8,15773,4069,5069,17.492733595
4-200.0.95.1.0.0.005,9,15772,4862,5862,21.200070127
