ID,iExec,FO,IterAlvo,TotalIter,Tempo
46-800.0.99.1.1.0.005,0,15821,2099,3099,9.764302782
46-800.0.99.1.1.0.005,1,15949,1275,2275,7.220306950
46-800.0.99.1.1.0.005,2,15824,2805,3805,12.64404487
46-800.0.99.1.1.0.005,3,15831,1862,2862,9.87660657
46-800.0.99.1.1.0.005,4,15814,1572,2572,8.148063256
46-800.0.99.1.1.0.005,5,15856,1879,2879,9.105985751
46-800.0.99.1.1.0.005,6,15789,2413,3413,10.819759940
46-800.0.99.1.1.0.005,7,15791,2783,3783,11.948342171
46-800.0.99.1.1.0.005,8,15838,2685,3685,11.625140668
46-800.0.99.1.1.0.005,9,15834,2098,3098,9.725172544
